P@1,R@1,F1@1,P@3,R@3,F1@3,P@5,R@5,F1@5,P@10,R@10,R@30,R@50,F1@10,MRR@5,MAP@5,NDCG@1,NDCG@3,NDCG@5,NDCG@10,NDCG@30,NDCG@50,NDCG@100
1.0362694300518136,0.3454231433506045,0.5181347150259068,1.0362694300518134,1.0362694300518134,1.0362694300518134,1.4507772020725391,2.4179620034542313,1.8134715025906734,1.2435233160621766,4.145077720207252,5.008635578583765,5.008635578583765,1.9131127939418087,0.0,0.0,1.0362694300518136,3.1088082901554404,5.109509386604552,6.7838278267151235,7.442079679787779,7.442079679787779,7.442079679787779
